date,SPTR5BNK Index_excess,DJITR Index_excess,SPXT Index_excess,XAUUSD Curncy_excess,XAGUSD Curncy_excess,LT09TRUU Index_excess,LD12TRUU Index_excess
1997-05-27,-0.020485145744456503,0.0046210820955864,0.0026960669051981,0.0038973623041693006,0.0037391679270976,-0.0015898547642983,0.0
1997-05-28,-0.00025136777837790353,-0.0036813426258239003,-0.0030110064293349,0.0019416280622916,-0.0044461315479172,-0.0005154171316226999,0.0
1997-05-29,-0.006377458393337999,-0.0035953886424361,-0.0037086759644272002,0.0024493954913651,0.020720549845352997,0.0026376288378983,0.0
1997-05-30,0.023994341199054598,-0.00019716215235110002,0.0046796827269813,-0.003500557604828,-0.0275408090918351,0.005390763757665599,0.0
1997-06-02,-0.008164763549904301,-0.0059314683847031,-0.0024884178752131,-0.0008158999009595,0.0061137950701551005,0.0002500547956985,0.0
1997-06-03,0.017724759147108707,0.0030379477275331076,-0.0011042298393357925,-0.0035683626114556923,0.004132067316012007,0.0018611308435419075,0.0
1997-06-04,-0.0026025087812643,-0.0058285973855526,-0.0061318856727662,-0.0058436981489109,-0.0063224657394869,6.920175775210845e-05,0.0
1997-06-05,0.007991009336808106,0.005008384692358306,0.003989792720690307,0.006056529503492307,0.014612256345979907,-7.84590640235935e-05,0.0
1997-06-06,0.0192766635479265,0.0174697086928173,0.0169559424378533,0.000638022237046,-0.0002353402638827,0.0065920370374253,0.0
1997-06-09,-0.0063811069679768,0.0053363838158643,0.0053315317219922,0.00077118734378,-0.008760360407611299,-0.0033518127978312,0.0
1997-06-10,0.0119676409070775,0.0079369562699619,0.0025925513248329,-0.0001568012547313,0.0019418354021898997,-0.0010533221244067,0.0
1997-06-11,0.0050056200057244996,0.004667288101222899,0.0049028466524768995,-0.0008166356744386,0.0018590858113200002,0.0002476860868735,0.0
1997-06-12,0.014763893708412149,0.01785432630262875,0.016007165153035647,-0.006789807565024451,-0.010593716976560651,0.00501174669376035,0.0
1997-06-13,0.011481289598483,0.0089530702985266,0.0108667589137407,-0.0016217146066413,-0.00651942131734,0.0027891862921327,0.0
1997-06-16,0.0069362732501171,-0.0016063556119171002,0.00035069166564499993,0.0042887125390457005,0.0038545794893924995,0.0013853378077312,0.0
1997-06-17,0.0008002029512938,-0.001456837617107,0.0005817262256998,-0.0026300424277736,0.0168071183163811,-0.0015034513868656,0.0
1997-06-18,0.0030306632245352,-0.005560648748523,-0.006124840292399901,-0.0074988184934105,-0.0190846514898489,0.0014150948042422002,0.0
1997-06-19,0.009222103534985931,0.007866116595084132,0.009944128558932333,0.0037463473704450324,0.014674326873134332,5.8244454569332445e-05,0.0
1997-06-20,-0.0035514141211556,0.0023411151960938,0.0006405322535853999,-0.0085606351038929,-0.0085600156044671,0.0017532245699023,0.0
1997-06-23,-0.0270874506180884,-0.025281037478572,-0.0228938924219688,0.0057389895795554,0.0226284331822308,-0.0018134091184478,0.0
1997-06-24,0.0224727750830374,0.020024711138145,0.0199688130114535,-0.0064964055433736,-0.014538158446027,-0.0002730189082551,0.0
1997-06-25,-0.014262243690334572,-0.008892335699184772,-0.008277423788910271,-0.0006709491109197712,0.0020115962229844287,-0.0019230985729835714,0.0
1997-06-26,-0.011001804273993701,-0.0047381675853812,-0.0060084721631936,0.0024295306372605,-0.0044188758627765,-0.0029741218270881,0.0
1997-06-27,0.002130993638121005,0.004285818038889305,0.004023749569030405,-0.011077166022259995,-0.012736641072111895,0.0022506834912784054,0.0
1997-06-30,-0.016148273722021402,-0.0024133559472969,-0.0029012693077884997,-0.002264400736635,-0.0154428784696165,-0.0031412116632838,0.0
1997-07-01,0.0191267908141856,0.0064355578883033,0.006770885715718,0.0005987127854341,0.0043010818993907,0.0040393030650846,0.0
1997-07-02,0.0206927628379365,0.0093031111647047,0.014380267977441,-0.0092531347878106,-0.0045356676611106005,0.0015402798827144,0.0
1997-07-03,0.017620026094565703,0.012643986247865,0.0140179461870675,-0.0181336874792753,-0.0175481026527709,0.0066408386055639,0.0
1997-07-07,-0.010790366799548099,-0.0052064593210667,-0.0056172783504402,-0.0230116677980532,-0.0615048237719844,0.0022370622417986997,0.0
1997-07-08,0.0011949053600948001,0.0125774762058072,0.006825644990555,0.0052539421817497,0.013342301226447,-0.0009522437392871,0.0
1997-07-09,-0.016549260213771,-0.0152654234282932,-0.0123882155157661,-0.005171075251076599,-0.00476447987864,0.001127130262875,0.0
1997-07-10,0.008256499031399099,0.0054804892435074,0.0067329833511098,0.005015057112892,0.0113250299688918,0.0002487605441849,0.0
1997-07-11,0.0036535907115263578,0.004356842978802458,0.003229679532061458,0.004444357802179058,-0.002363782340499742,0.0012030767048125577,0.0
1997-07-14,-0.0021207893181726836,6.933729108881664e-05,0.0017767246654324166,-0.004444199197479983,-0.018554337133227183,-0.0008870134164025833,0.0
1997-07-15,-0.0020721875961788,0.0060857280089828,0.0074570531510712,-0.0065023866683942,0.0041049149679923,-0.00041138534638330003,0.0
1997-07-16,0.0169964815754617,0.0081250063857417,0.0116932023001667,0.0,-0.0211027760677359,0.0035674658371809,0.0
1997-07-17,-0.0059342811705654,-0.0022960312005233002,-0.0054600443228392,0.0176069914784456,0.0116226807821241,4.55335402088e-05,0.0
1997-07-18,-0.0162693086810786,-0.0163791387179325,-0.017652960951833,0.0159341505182593,0.0,-0.0023539708889109,0.0
1997-07-21,0.0014061031556038002,0.0019027209606679,-0.0027341111697954997,-0.010238572612138001,-0.0001559940725416,-0.0008969593821152001,0.0
1997-07-22,0.0216201770179366,0.0190142641583917,0.0223919328041074,-0.0016189463524438,0.0112516962628378,0.0061252398362728,0.0
1997-07-23,0.00015707356777559998,0.003152445191568,0.0026295408980359,-0.0070977031194473005,-0.0047962885059916,0.0009146833240620001,0.0
1997-07-24,0.0129620296706567,0.0032138152715575,0.0036837994373714,0.0008640340938911,-0.0003117449951209,-0.0006461819735901,0.0
1997-07-25,-0.002256837162085,-0.0004297061709714,-0.0016107386032859,0.008069279055039,0.0092593254127967,-0.0014058579721347,0.0
1997-07-28,0.0011509965712136,0.0004769421741025,-0.0029647967502622998,0.007567681131581999,0.0087069409294189,0.0018077262343702998,0.0
1997-07-29,0.020601830647539898,0.006400919227518001,0.0061758574025743,-0.0083442657145541,-0.0093301395162315,0.0029141804415667998,0.0
1997-07-30,0.02220642187887934,0.009705615532790044,0.010689573482001844,0.00022887594594334332,0.011377006452046744,0.0027169123680095436,0.0
1997-07-31,0.005641923110075601,-0.0040073695558598,0.0020864442520171,-0.0047668632151445,0.015663812089482,0.002233601951032,0.0
1997-08-01,-0.0148095599652345,-0.0036356367389156,-0.0076439432795515,0.0004603454628981,0.0043185777865878995,-0.0105509451479045,0.0
1997-08-04,0.0011624659228925,0.00014875679216359996,0.0029581993482558997,-0.0028556231441457,0.0084997969278426,-0.0011932783890628,0.0
1997-08-05,-0.0078677767611238,-0.0014877619622868001,0.0020355007414038,-0.0103946151040849,-0.0384917665465377,-0.0006920625285217999,0.0
1997-08-06,0.016422088030998903,0.0086860291284126,0.0082399817817825,-0.006726330622232699,0.0021406186704922,0.0010510026149824,0.0
1997-08-07,-0.02019385173013145,-0.008659739036520548,-0.00956436715803535,0.010539017704336651,0.009054695845913851,-0.0018211165751381491,0.0
1997-08-08,-0.027141502395150698,-0.0194881511279877,-0.018887092528756498,0.0158669700472719,-0.0001555572842834,-0.007970728773166,0.0
1997-08-11,0.0164005472514711,0.0036393921966109996,0.0035767745862555996,0.0035770506456509004,0.0131554377306738,0.00035493328868380005,0.0
1997-08-12,-0.0160778059005504,-0.0125661818269813,-0.0113362598710459,-0.0044270275683893,-0.002400142490953,-0.0011021222446418,0.0
1997-08-13,0.002156318003812,-0.0040353785808065,-0.0048097987539513,-0.0007671628176285,0.0176623948476484,0.001736955447867,0.0
