,excess_portfolio_return
2000-06-09,-0.0065762477860924
2000-06-12,0.00038542283651779997
2000-06-13,0.0014528049465671
2000-06-14,0.007130530815527901
2000-06-15,-0.007830251075136201
2000-06-16,-0.0143386098925084
2000-06-19,0.0052444476834764995
2000-06-20,-0.0041225711727947995
2000-06-21,-0.0042551975373559
2000-06-22,-0.0024191920493688997
2000-06-23,-0.0029686469435091997
2000-06-26,0.0064715654733501
2000-06-27,-0.00013616334519512868
2000-06-28,0.0033217157961851996
2000-06-29,-0.0055638288207488
2000-06-30,-0.0026626067638139
2000-07-03,0.0081207003138425
2000-07-05,-0.004851657598461999
2000-07-06,0.0014097682317672589
2000-07-07,0.0080020344249562
2000-07-10,-0.0010227001101836
2000-07-11,0.0001470275573561
2000-07-12,0.0009556875937166788
2000-07-13,-0.000869737835348
2000-07-14,0.0052475712662172
2000-07-17,-0.0010590664672268
2000-07-18,-0.0046320365275117
2000-07-19,-0.0039433929656801
2000-07-20,0.0101437114491053
2000-07-21,-0.0066236353717693
2000-07-24,-0.0026582892091044997
2000-07-25,0.0011878027854964
2000-07-26,-0.0087352534284188
2000-07-27,0.0017530377005891
2000-07-28,-0.006895346025250699
2000-07-31,0.0025294752825661
2000-08-01,0.0040391113763154
2000-08-02,0.0012387166270115
2000-08-03,0.0045794184760613995
2000-08-04,0.0065331147275817
2000-08-07,0.002800424525135
2000-08-08,0.0007025933644286
2000-08-09,-0.0027721441694847
2000-08-10,-0.00019910673346577133
2000-08-11,0.0049936656256094
2000-08-14,0.0032785239294074995
2000-08-15,-0.0041886663450446
2000-08-16,-0.0030508832530471
2000-08-17,0.003088925325802
2000-08-18,-0.0026397171106148
2000-08-21,0.001356174217862
2000-08-22,0.0020680931609774003
2000-08-23,-0.0018364439571762
2000-08-24,0.0020888768608226
2000-08-25,-7.716582662030001e-05
2000-08-28,0.0025218596617488
2000-08-29,-0.0031154291387961996
2000-08-30,-0.0005783074631631
2000-08-31,0.011450651731101701
2000-09-01,-0.0013994294618741002
2000-09-05,-0.0015499483820486
2000-09-06,0.00010174508149130002
2000-09-07,-0.0001363303512114
2000-09-08,0.0013477805291775
2000-09-11,-0.0012958560998183
