Dates,SPTR5BNK Index,DJITR Index,SPXT Index,XAUUSD Curncy,XAGUSD Curncy,LT09TRUU Index,LD12TRUU Index
1997-05-27,-0.020013781135210757,0.005092446704832298,0.0031674315144439563,0.004368726913415168,0.004210532536343458,-0.0011184901550525554,0.0004713646092458284
1997-05-28,-1.5768766804003515e-05,-0.0034457436142500152,-0.0027754074177610945,0.0021772270738655403,-0.004210532536343382,-0.00027981812004882427,0.0002355990115739744
1997-05-29,-0.006220423217135907,-0.0034383534662340795,-0.0035516407882251622,0.002606430667567278,0.02087758502155518,0.002794664014100419,0.0001570351762021208
1997-05-30,0.024308337590675886,0.00011683423927016064,0.00499367911860253,-0.003186561213206829,-0.027226812700213925,0.005704760149286827,0.0003139963916212859
1997-06-02,-0.007929330941400728,-0.005696035776199585,-0.0022529852667095437,-0.0005804672924559622,0.0063492276786587445,0.00048548740420215633,0.00023543260850361804
1997-06-03,0.017803224367440102,0.0031164129478645198,-0.0010257646190044872,-0.00348989739112437,0.004210532536343458,0.0019395960638733682,7.846522033139237e-05
1997-06-04,-0.002602508781264384,-0.005828597385552678,-0.006131885672766288,-0.00584369814891092,-0.0063224657394869025,6.920175775210845e-05,0.0
1997-06-05,0.008069468400831786,0.005086843756381955,0.004068251784713902,0.006134988567515929,0.014690715410003592,0.0,7.84590640235935e-05
1997-06-06,0.019512003811809203,0.017705048956700067,0.017191282701736005,0.0008733625009287664,0.0,0.0068273773013080505,0.0002353402638827317
1997-06-09,-0.005988996230882077,0.005728494552959145,0.005723642459087048,0.0011632980808748367,-0.00836824967051658,-0.002959702060736434,0.00039211073709482114
1997-06-10,0.012124442161808876,0.00809375752469323,0.0027493525795642087,0.0,0.0020986366569212054,-0.0008965208696754566,0.0001568012547313782
1997-06-11,0.0052407757975194355,0.004902443893017814,0.005138002444271847,-0.0005814798826437367,0.0020942416031149067,0.00048284187866840265,0.00023515579179497732
1997-06-12,0.014842266685449844,0.017932699279666498,0.01608553813007332,-0.006711434587986804,-0.010515343999523008,0.005090119670798087,7.83729770376507e-05
1997-06-13,0.01163801712799438,0.009109797828037905,0.011023486443252056,-0.0014649870771300127,-0.006362693787828769,0.0029459138216440346,0.00015672752951131254
1997-06-16,0.007327984642175668,-0.001214644219858649,0.0007424030577035494,0.004680423931104272,0.004246290881451004,0.0017770491997897776,0.00039171139205852154
1997-06-17,0.0008002029512938417,-0.0014568376171070854,0.0005817262256998542,-0.002630042427773662,0.01680711831638119,-0.0015034513868656015,0.0
1997-06-18,0.0031873048288654114,-0.005404007144192888,-0.0059681986880697905,-0.007342176889080385,-0.018928009885518796,0.0015717364085724621,0.00015664160433020597
1997-06-19,0.009300415136889896,0.007944428196988087,0.010022440160836222,0.0038246589723489642,0.014752638475038224,0.00013655605647326774,7.831160190386756e-05
1997-06-20,-0.00339480931306807,0.002497720004181432,0.0007971370616730974,-0.008404030295805382,-0.008403410796379504,0.0019098293779899855,0.00015660480808769357
1997-06-23,-0.02677431455791278,-0.024967901418396304,-0.022580756361793155,0.006052125639731122,0.022941569242406534,-0.0015002730582721092,0.00031313606017576936
1997-06-24,0.022472775083037487,0.020024711138145093,0.01996881301145354,-0.0064964055433736085,-0.014538158446027056,-0.00027301890825511633,0.0
1997-06-25,-0.014183974993859807,-0.008814067002710074,-0.008199155092435533,-0.0005926804144450495,0.0020898649194592365,-0.0018448298765088111,7.826869647477124e-05
1997-06-26,-0.01076703493379121,-0.004503398245178754,-0.005773702822991134,0.002664299977463047,-0.004184106522574096,-0.002739352486885609,0.00023476934020255231
1997-06-27,0.002209237838309611,0.004364062239077909,0.004101993769219001,-0.010998921822071402,-0.012658396871923354,0.0023289276914670817,7.82442001885948e-05
1997-06-30,-0.015678937042567436,-0.0019440192678429826,-0.0024319326283345445,-0.0017950640571810323,-0.014973541790162593,-0.0026718749838298313,0.0004693366794540126
1997-07-01,0.019126790814185654,0.006435557888303347,0.006770885715718022,0.0005987127854341038,0.004301081899390702,0.0040393030650846765,0.0
1997-07-02,0.020927348599656597,0.009537696926424751,0.01461485373916105,-0.009018549026090667,-0.004301081899390697,0.0017748656444344345,0.0002345857617200736
1997-07-03,0.01777638603546741,0.01280034618876676,0.014174306127969294,-0.017977327538373698,-0.01739174271186922,0.006797198546465667,0.00015635994090177125
1997-07-07,-0.010321433613932741,-0.004737526135451388,-0.005148345164824865,-0.022542734612437852,-0.06103589058636901,0.002705995427414142,0.00046893318561547833
1997-07-08,0.0017417162943148272,0.013124287140027262,0.007372455924775075,0.005800753115969767,0.013889112160667093,-0.0004054328050671165,0.0005468109342200703
1997-07-09,-0.01639308342132515,-0.015109246635847366,-0.012232038723320229,-0.00501489845863077,-0.004608303086194107,0.0012833070553209904,0.0001561767924459232
1997-07-10,0.00841265143646354,0.005636641648571853,0.006889135756174257,0.005171209517956455,0.011481182373956232,0.00040491294924939177,0.00015615240506448752
1997-07-11,0.003731657771170206,0.0044349100384463,0.0033077465917053083,0.004522424861822995,-0.002285715280855951,0.0012811437644564137,7.806705964384234e-05
1997-07-14,-0.0020427283525187865,0.00014739825674287723,0.0018547856310864757,-0.004366138231826002,-0.018476276167573233,-0.0008089524507486021,7.806096565398337e-05
1997-07-15,-0.0015259313884405528,0.006631984216721108,0.008003309358809585,-0.005956130460655933,0.004651171175730659,0.00013487086135506303,0.0005462562077383004
1997-07-16,0.01699648157546171,0.008125006385741759,0.011693202300166744,0.0,-0.02110277606773594,0.003567465837180919,0.0
